StationID,StationFront,StationBack,Sample Date (mm/dd/yyyy),month,day,year,CoreNumber123,SampleDepth.cm,WetSoilpH,DrySoilpH,SoilConductance,SoilSalinity.ppt,SoilMoisture,BulkDensity,OrganicMatter,WetVolume,DryVolume,Comments
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,2,20_to24,7.05,5.41,1980,1,83.21,0.15,27.91,324.29,74.4,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,2,4_to8,6.57,5.12,2181,1.1,83.5,0.14,33.39,324.29,63.4,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,2,8_to12,6.4,4.93,2250,1.2,85.61,0.11,35.37,324.29,58.9,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,3,0_to4,6.51,5.2,1763,0.9,64.35,0.36,10.64,324.29,140.5,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,3,12_to16,6.62,4.78,2191,1.1,83.71,0.15,36.2,324.29,64.3,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,3,16_to20,6.7,4.54,2106,1.1,87.7,0.12,39.56,324.29,64.6,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,3,20_to24,6.82,4.72,2101,1.1,85.27,0.14,37.83,324.29,73.3,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,3,4_to8,6.56,5.28,2003,1,76.94,0.25,28.52,324.29,108.8,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,3,8_to12,6.37,5.47,2305,1.2,79.28,0.24,27.51,324.29,90.7,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,1,0_to4,6.7,5.66,1777,0.9,77,0.18,19.2,324.29,105.9,
CRMS0006-S01,CRMS0006,S01,6/20/2008,6,20,2008,1,12_to16,6.44,4.29,3175,1.7,73.94,0.28,28.47,324.29,121.4,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,1,0_to4,5.67,5.23,341,0.2,90.54,0.04,85.15,324.29,40.9,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,1,12_to16,5.69,5.01,242,0.1,89.01,0.08,71.6,324.29,51.2,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,1,16_to20,5.72,4.91,271,0.1,87.72,0.11,64.04,324.29,62.9,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,1,20_to24,5.72,4.89,354,0.2,85.52,0.16,54.98,324.29,68.9,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,1,4_to8,5.72,5.13,203,0.1,87.5,0.07,78.6,324.29,57.5,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,1,8_to12,5.73,5.1,210,0.1,87.74,0.09,76.49,324.29,65.5,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,2,0_to4,5.63,4.96,187,0.1,89.38,0.05,85.27,324.29,51.1,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,2,12_to16,5.71,4.9,297,0.1,86.67,0.14,57.74,324.29,76.4,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,2,16_to20,5.71,4.85,388,0.2,82.28,0.17,52.23,324.29,67.6,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,2,20_to24,5.58,4.82,449,0.2,77.24,0.24,45.66,324.29,80.2,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,2,4_to8,5.8,5.06,183,0.1,89.67,0.08,79.87,324.29,55.1,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,2,8_to12,5.81,4.96,200,0.1,87.62,0.1,78.84,324.29,59.5,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,3,0_to4,5.59,4.9,216,0.1,85.91,0.07,86.92,324.29,61.8,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,3,12_to16,5.47,4.8,325,0.2,88.24,0.09,77.65,324.29,52.9,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,3,16_to20,5.54,4.79,356,0.2,85.75,0.14,60.57,324.29,63.8,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,3,20_to24,5.51,4.76,393,0.2,84.27,0.16,55.18,324.29,75.4,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,3,4_to8,5.45,4.9,310,0.1,87.13,0.1,84.38,324.29,97.6,
CRMS0008-S01,CRMS0008,S01,10/10/2008,10,10,2008,3,8_to12,5.48,4.82,304,0.1,87.24,0.1,77.17,324.29,73.6,
CRMS0008-S01,CRMS0008,S01,5/13/2014,5,13,2014,1,0_to16,5.41,5.11,196,0.1,88.52,0.1,74.2,1297.2,334.5,
CRMS0008-S01,CRMS0008,S01,5/13/2014,5,13,2014,2,0_to16,5.5,4.93,166,0.1,67.8,0.67,24.23,1297.2,957.3,
CRMS0008-S01,CRMS0008,S01,5/13/2014,5,13,2014,3,0_to16,5.29,4.94,118,0.1,86.07,0.12,62.43,1297.2,304.2,
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,1,0_to4,6.49,5.8,2298,1.2,79.26,0.12,29.83,324.29,59.19,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,1,12_to16,5.01,4.61,2958,1.55,75.92,0.23,27.15,324.29,87.69,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,1,16_to20,5.45,4.9,2879,1.5,79.36,0.16,30.51,324.29,68.17,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,1,20_to24,5.4,4.79,3025,1.6,75.38,0.25,25.8,324.29,85.96,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,1,4_to8,6.51,5.92,2228,1.1,80.04,0.17,30.35,324.29,70.06,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,1,8_to12,5.75,5.55,2553,1.3,80.44,0.17,32.99,324.29,71.97,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,2,0_to4,5.83,5.68,2153,1.1,77.28,0.2,20.53,324.29,78.19,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,2,12_to16,4.85,4.4,3270,1.7,81.74,0.16,34.09,324.29,63.7,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,2,16_to20,5.03,4.55,3516,1.8,81.58,0.18,36.75,324.29,71.71,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,2,20_to24,5,4.71,3531,1.9,81.82,0.15,29.86,324.29,77.67,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,2,4_to8,5.25,4.95,2684,1.4,80.71,0.16,30.79,324.29,73.91,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,2,8_to12,4.95,4.57,3110,1.6,78.6,0.23,31.36,324.29,96.63,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,3,0_to4,6.9,5.76,2376,1.2,64.08,0.16,29.62,324.29,52.27,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,3,12_to16,5.52,5.19,2810,1.5,65.79,0.37,16.59,324.29,112.79,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,3,16_to20,5.54,5.21,3366,1.8,72.07,0.25,17.28,324.29,90.63,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,3,20_to24,6.12,5.3,2652,1.35,69.81,0.3,21.76,324.29,96.2,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,3,4_to8,5.61,5.36,2766,1.4,69.45,0.26,20.58,324.29,96.2,Soil easy to core
CRMS0030-S01,CRMS0030,S01,5/09/2007,5,9,2007,3,8_to12,5.88,5.35,2926,1.5,65.8,0.31,19.56,324.29,87.95,Soil easy to core
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,1,0_to4,5.49,4.85,2747,1.4,87.89,0.07,69.26,324.29,40.43,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,1,12_to16,4.86,4.66,3330,1.7,88.25,0.1,61.1,324.29,61.39,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,1,16_to20,5.49,4.78,2873,1.5,86.23,0.15,56.57,324.29,65.06,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,1,20_to24,5.82,4.62,3101,1.6,88.99,0.12,68.09,324.29,59.21,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,1,4_to8,4.47,4.02,3192,1.7,91.19,0.09,71.09,324.29,61.54,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,1,8_to12,4.31,3.9,3708,2,91.13,0.08,77.33,324.29,55.8,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,2,0_to4,5.8,5.16,2482,1.3,86.47,0.08,66.61,324.29,71.71,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,2,12_to16,4.9,4.6,3516,1.8,89.28,0.09,73.92,324.29,76.17,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,2,16_to20,5,4.67,3596,1.9,89.05,0.12,75.57,324.29,94.43,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,2,20_to24,5.09,4.64,3508,1.85,88.61,0.13,71.98,324.29,100.63,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,2,4_to8,5.35,4.86,2700,1.4,87.02,0.11,67.9,324.29,57.12,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,2,8_to12,4.79,4.3,3035,1.6,89.29,0.11,61.54,324.29,45.17,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,3,0_to4,5.6,4.98,2272,1.2,83.42,0.14,50.35,324.29,66.35,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,3,12_to16,4.55,4.2,3114,1.6,87.61,0.12,57.7,324.29,55.5,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,3,16_to20,4.93,4.5,2875,1.5,85.94,0.16,54.58,324.29,65.67,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,3,20_to24,5.01,4.55,3025,1.6,88.12,0.14,67.64,324.29,71.77,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,3,4_to8,5.3,4.69,2444,1.3,84.81,0.14,54.43,324.29,68.08,
CRMS0033-S01,CRMS0033,S01,5/10/2007,5,10,2007,3,8_to12,4.89,4.35,2737,1.4,84.27,0.18,57.25,324.29,63.17,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,1,0_to4,6.62,5.42,2335,1.2,88.33,0.08,54.36,324.29,69.36,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,1,12_to16,4.92,4.72,2881,1.5,85.56,0.14,52.01,324.29,64.91,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,1,16_to20,5.64,5.02,2636,1.4,87.05,0.14,46.46,324.29,74.24,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,1,20_to24,6.25,5.44,2421,1.25,84.31,0.2,47.98,324.29,104.35,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,1,4_to8,5.99,5.49,2330,1.2,87.83,0.13,53.74,324.29,74.47,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,1,8_to12,4.99,4.7,2597,1.3,85.62,0.15,52.45,324.29,62.91,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,2,0_to4,6.18,5.72,2258,1.2,86.07,0.12,47.14,324.29,80.82,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,2,12_to16,5.44,4.94,2818,1.45,88.64,0.12,45.84,324.29,58.59,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,2,16_to20,5.55,4.92,2698,1.4,87.49,0.13,48.18,324.29,57.53,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,2,20_to24,6.26,5.57,2703,1.4,84.41,0.18,37.97,324.29,79.29,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,2,4_to8,6.14,5.48,2517,1.3,86.73,0.11,51.06,324.29,61.67,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,2,8_to12,5.69,5.02,2511,1.3,87.88,0.11,49.72,324.29,49.45,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,3,0_to4,5.96,5.36,2500,1.3,80.59,0.17,46.81,324.29,77.88,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,3,12_to16,5.48,4.9,2691,1.4,84.58,0.2,39.61,324.29,97.25,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,3,16_to20,6,5.13,2520,1.3,83.29,0.24,36.48,324.29,105.78,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,3,20_to24,5.96,5.25,2685,1.4,85.62,0.18,54.51,324.29,89.9,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,3,4_to8,5,4.92,3230,1.7,89.92,0.11,48.55,324.29,84.03,
CRMS0034-S01,CRMS0034,S01,5/10/2007,5,10,2007,3,8_to12,5.02,4.72,3047,1.6,88.14,0.12,49.64,324.29,77.4,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,1,0_to4,6.55,5.76,283,0.1,57.99,0.19,28.71,324.29,89.6,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,1,12_to16,6.41,5.41,279,0.1,58.19,0.43,19.17,324.29,157.5,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,1,16_to20,6.57,5.54,193,0.1,57.13,0.47,13.39,324.29,150.3,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,1,20_to24,6.77,5.7,301,0.1,53.29,0.49,13.41,324.29,146.9,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,1,4_to8,6.51,5.73,236,0.1,57.62,0.36,19.34,324.29,131.6,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,1,8_to12,6.4,5.58,250,0.1,58.05,0.29,15.91,324.29,114.5,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,2,0_to4,6.31,5.43,250,0.1,61.16,0.22,28.67,324.29,108.9,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,2,12_to16,6.41,5.18,172,0.1,57.18,0.45,12.85,324.29,157.6,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,2,16_to20,6.59,5.42,204,0.1,55.06,0.49,11.28,324.29,139.2,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,2,20_to24,6.61,5.46,201,0.1,57.53,0.49,10.51,324.29,163.2,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,2,4_to8,6.11,5.07,214,0.1,61.22,0.29,15.68,324.29,151.8,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,2,8_to12,6.18,5.04,209,0.1,51.57,0.47,13.81,324.29,170.8,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,3,0_to4,6.56,5.58,254,0.1,68.07,0.2,35.42,324.29,102.5,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,3,12_to16,6.5,5.49,445,0.2,63.52,0.33,18.44,324.29,118.3,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,3,16_to20,6.81,5.62,430,0.2,64.59,0.36,17.37,324.29,123.3,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,3,20_to24,6.8,5.75,402,0.2,53.83,0.45,14.56,324.29,145.6,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,3,4_to8,6.41,5.33,301,0.1,67.84,0.22,26.6,324.29,85.5,
CRMS0035-S01,CRMS0035,S01,6/25/2008,6,25,2008,3,8_to12,6.43,5.4,355,0.2,65.68,0.32,23.22,324.29,135.9,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,1,0_to4,5.1,5.2,903,0.4,79.58,0.2,34.94,324,98,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,1,4_to8,5.04,5.01,873,0.4,74.1,0.31,24.83,324,138,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,1,8_to12,4.89,4.83,892,0.4,75.89,0.26,31.62,324,120,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,1,12_to16,4.81,4.81,921,0.5,77.69,0.24,34.07,324,119,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,1,16_to20,4.62,4.7,981,0.5,73.28,0.28,27.69,324,126,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,1,20_to24,5.85,5.2,1036,0.5,72.2,0.35,25.17,324,138,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,2,0_to4,5.11,4.95,648,0.3,66.86,0.27,28.02,324,115,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,2,4_to8,5.07,4.97,660,0.3,65.18,0.43,24.03,324,151,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,2,8_to12,5.28,5.2,743,0.4,64.36,0.45,23.24,324,169,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,2,12_to16,5.57,5.42,862,0.4,63.62,0.46,19.2,324,172,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,2,16_to20,6.35,5.8,867,0.4,64.97,0.44,19.78,324,182,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,2,20_to24,6.6,6.11,766,0.4,61.82,0.41,17.58,324,139,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,3,0_to4,5.29,5.2,659,0.3,74.98,0.3,25.29,324,128,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,3,4_to8,5.02,5.17,653,0.3,74.37,0.3,26.65,324,134,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,3,8_to12,5.15,5.09,798,0.4,72.42,0.31,26.52,324,129,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,3,12_to16,5.82,5.29,643,0.3,68.03,0.44,16.8,324,157,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,3,16_to20,6.48,6.2,549,0.3,60.69,0.53,13.97,324,167,
CRMS0035-S01,CRMS0035,S01,8/12/2014,8,12,2014,3,20_to24,6.41,5.98,538,0.3,64.91,0.42,24.42,324,179,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,1,0_to4,6.03,5.37,209,0.1,76.2,0.19,22.87,324.29,67.8,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,1,12_to16,5.85,5.25,388,0.2,71.73,0.31,23.78,324.29,101.9,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,1,16_to20,6.02,5.29,427,0.2,72.83,0.28,23.06,324.29,94.5,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,1,20_to24,6.07,5.21,438,0.2,73.86,0.26,26.39,324.29,77.3,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,1,4_to8,5.9,5.3,261,0.1,73.95,0.25,25.83,324.29,84.2,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,1,8_to12,5.79,5.17,328,0.2,73.42,0.28,24.64,324.29,98.7,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,2,0_to4,6.24,5.63,242,0.1,84.72,0.14,38.73,324.29,70.1,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,2,12_to16,5.91,5.26,355,0.2,83.47,0.14,39.62,324.29,60.3,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,2,16_to20,5.96,5.34,386,0.2,80.91,0.19,34.88,324.29,68.7,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,2,20_to24,6.05,5.36,437,0.2,80.82,0.18,36.57,324.29,74.7,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,2,4_to8,6.05,5.62,263,0.1,84.3,0.11,36.68,324.29,46.2,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,2,8_to12,5.97,5.45,311,0.1,86.3,0.12,41.41,324.29,50.8,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,3,0_to4,6.05,5.54,283,0.1,84.94,0.11,39.06,324.29,52,
CRMS0038-S01,CRMS0038,S01,10/10/2008,10,10,2008,3,12_to16,6.12,5.49,383,0.2,77.44,0.25,33.97,324.29,96.1,
